t,XR,YR,ZR,XL,YL,ZL,theta 0,theta 7,theta 8,elbow R,elbow L,wrist R,wrist L,bass pedal,hihat control,head yaw,head pitch
47.0271,-0.1350,0.5923,-0.0617,-0.1390,0.3580,-0.4270,0.3485,0.1745,0.1745,0.2916,0.0000,0.9394,0.7313,0.0000,-0.0524,0.1665,0.0798
47.0271,-0.1362,0.5960,-0.0609,-0.1390,0.3580,-0.4270,0.3520,0.1745,0.1745,0.2891,0.0000,0.9794,0.6907,0.0000,-0.0524,0.1665,0.0808
47.0271,-0.1374,0.5997,-0.0602,-0.1390,0.3580,-0.4270,0.3553,0.1745,0.1745,0.2857,0.0000,1.0172,0.6410,0.0000,-0.0524,0.1665,0.0821
47.0271,-0.1385,0.6033,-0.0596,-0.1390,0.3580,-0.4270,0.3585,0.1745,0.1745,0.2813,0.0000,1.0523,0.5823,0.0000,-0.0524,0.1665,0.0837
47.0271,-0.1397,0.6069,-0.0593,-0.1390,0.3580,-0.4270,0.3614,0.1745,0.1745,0.2762,0.0000,1.0842,0.5145,0.0000,-0.0524,0.1665,0.0856
47.0271,-0.1408,0.6104,-0.0591,-0.1390,0.3580,-0.4270,0.3641,0.1745,0.1745,0.2703,0.0000,1.1125,0.4376,0.0000,-0.0524,0.1665,0.0889
47.0271,-0.1419,0.6138,-0.0590,-0.1390,0.3580,-0.4270,0.3665,0.1745,0.1745,0.2636,0.0000,1.1367,0.3517,0.0000,-0.0524,0.1665,0.0934
47.0271,-0.1430,0.6172,-0.0591,-0.1390,0.3580,-0.4270,0.3686,0.1745,0.1745,0.2563,0.0000,1.1564,0.2567,0.0000,-0.0524,0.1665,0.0990
47.0271,-0.1441,0.6205,-0.0593,-0.1390,0.3580,-0.4270,0.3704,0.1745,0.1745,0.2483,0.0000,1.1711,0.1527,0.0000,-0.0524,0.1665,0.1056
47.0271,-0.1452,0.6238,-0.0597,-0.1390,0.3580,-0.4270,0.3719,0.1745,0.1745,0.2399,0.0000,1.1803,0.0396,0.0000,-0.0524,0.1665,0.1131
47.1682,-0.1462,0.6271,-0.0601,-0.1390,0.3580,-0.4270,0.3730,0.1745,0.1745,0.2305,0.0000,1.1837,-0.0873,0.0000,-0.0524,0.1665,0.1215
47.1682,-0.1472,0.6302,-0.0607,-0.1390,0.3580,-0.4270,0.3740,0.1745,0.1745,0.2211,0.0005,1.1821,-0.0308,-0.0011,-0.0524,0.1668,0.1276
47.1682,-0.1482,0.6332,-0.0614,-0.1390,0.3580,-0.4270,0.3754,0.1745,0.1745,0.2113,0.0021,1.1772,0.0237,-0.0044,-0.0524,0.1676,0.1346
47.1682,-0.1491,0.6362,-0.0622,-0.1390,0.3580,-0.4270,0.3772,0.1745,0.1745,0.2011,0.0047,1.1691,0.0761,-0.0098,-0.0524,0.1688,0.1424
47.1682,-0.1501,0.6390,-0.0630,-0.1390,0.3580,-0.4270,0.3792,0.1745,0.1745,0.1907,0.0081,1.1578,0.1265,-0.0172,-0.0524,0.1706,0.1509
47.1682,-0.1510,0.6418,-0.0639,-0.1390,0.3580,-0.4270,0.3815,0.1745,0.1745,0.1800,0.0123,1.1433,0.1748,-0.0267,-0.0524,0.1727,0.1600
47.1682,-0.1518,0.6445,-0.0649,-0.1390,0.3580,-0.4270,0.3840,0.1745,0.1745,0.1692,0.0173,1.1255,0.2210,-0.0380,-0.0524,0.1752,0.1697
47.1682,-0.1527,0.6471,-0.0660,-0.1390,0.3580,-0.4270,0.3868,0.1745,0.1745,0.1582,0.0229,1.1044,0.2652,-0.0510,-0.0524,0.1780,0.1798
47.1682,-0.1535,0.6496,-0.0670,-0.1390,0.3580,-0.4270,0.3897,0.1745,0.1745,0.1472,0.0290,1.0802,0.3074,-0.0656,-0.0524,0.1810,0.1904
47.1683,-0.1543,0.6520,-0.0681,-0.1390,0.3580,-0.4270,0.3928,0.1745,0.1745,0.1362,0.0357,1.0527,0.3475,-0.0815,-0.0524,0.1843,0.2012
47.1683,-0.1550,0.6543,-0.0693,-0.1390,0.3580,-0.4270,0.3961,0.1745,0.1745,0.1253,0.0427,1.0220,0.3855,-0.0986,-0.0524,0.1878,0.2123
47.1683,-0.1557,0.6565,-0.0704,-0.1390,0.3580,-0.4270,0.3994,0.1745,0.1745,0.1144,0.0501,0.9880,0.4215,-0.1166,-0.0524,0.1914,0.2236
47.1683,-0.1564,0.6586,-0.0715,-0.1390,0.3580,-0.4270,0.4028,0.1745,0.1745,0.1037,0.0577,0.9509,0.4554,-0.1354,-0.0524,0.1951,0.2349
47.1683,-0.1570,0.6606,-0.0727,-0.1390,0.3580,-0.4270,0.4062,0.1745,0.1745,0.0933,0.0654,0.9104,0.4873,-0.1547,-0.0524,0.1989,0.2463
47.1683,-0.1576,0.6625,-0.0738,-0.1390,0.3580,-0.4270,0.4097,0.1745,0.1745,0.0831,0.0733,0.8668,0.5171,-0.1742,-0.0524,0.2028,0.2575
47.1683,-0.1582,0.6643,-0.0749,-0.1390,0.3580,-0.4270,0.4131,0.1745,0.1745,0.0732,0.0811,0.8199,0.5449,-0.1937,-0.0524,0.2066,0.2685
47.1683,-0.1588,0.6660,-0.0759,-0.1390,0.3580,-0.4270,0.4166,0.1745,0.1745,0.0638,0.0889,0.7698,0.5707,-0.2130,-0.0524,0.2103,0.2792
47.1683,-0.1593,0.6675,-0.0769,-0.1390,0.3580,-0.4270,0.4199,0.1745,0.1745,0.0547,0.0965,0.7164,0.5943,-0.2318,-0.0524,0.2139,0.2895
47.1683,-0.1597,0.6689,-0.0779,-0.1390,0.3580,-0.4270,0.4232,0.1745,0.1745,0.0462,0.1038,0.6598,0.6160,-0.2498,-0.0524,0.2174,0.2994
47.1683,-0.1601,0.6702,-0.0788,-0.1390,0.3580,-0.4270,0.4263,0.1745,0.1745,0.0382,0.1109,0.6000,0.6355,-0.2670,-0.0524,0.2207,0.3086
47.1683,-0.1605,0.6714,-0.0796,-0.1390,0.3580,-0.4270,0.4293,0.1745,0.1745,0.0308,0.1175,0.5370,0.6531,-0.2829,-0.0524,0.2237,0.3172
47.1683,-0.1609,0.6725,-0.0804,-0.1390,0.3580,-0.4270,0.4322,0.1745,0.1745,0.0241,0.1237,0.4707,0.6685,-0.2976,-0.0524,0.2265,0.3250
47.1683,-0.1612,0.6734,-0.0810,-0.1390,0.3580,-0.4270,0.4348,0.1745,0.1745,0.0180,0.1293,0.4012,0.6819,-0.3106,-0.0524,0.2290,0.3319
47.1683,-0.1614,0.6742,-0.0816,-0.1390,0.3580,-0.4270,0.4372,0.1745,0.1745,0.0128,0.1343,0.3284,0.6933,-0.3220,-0.0524,0.2311,0.3378
47.1683,-0.1616,0.6748,-0.0821,-0.1390,0.3580,-0.4270,0.4393,0.1745,0.1745,0.0084,0.1385,0.2524,0.7026,-0.3315,-0.0524,0.2329,0.3425
47.1683,-0.1618,0.6753,-0.0825,-0.1390,0.3580,-0.4270,0.4412,0.1745,0.1745,0.0048,0.1420,0.1732,0.7099,-0.3391,-0.0524,0.2341,0.3461
47.1683,-0.1619,0.6757,-0.0828,-0.1390,0.3580,-0.4270,0.4427,0.1745,0.1745,0.0022,0.1446,0.0907,0.7151,-0.3445,-0.0524,0.2349,0.3483
47.1683,-0.1620,0.6759,-0.0829,-0.1390,0.3580,-0.4270,0.4439,0.1745,0.1745,0.0006,0.1462,0.0050,0.7182,-0.3479,-0.0524,0.2352,0.3491
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4447,0.1745,0.1745,0.0000,0.1468,-0.0873,0.7193,-0.3491,-0.0524,0.2352,0.3489
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4452,0.1745,0.1745,0.0004,0.1463,-0.0301,0.7183,-0.3480,-0.0524,0.2352,0.3485
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4458,0.1745,0.1745,0.0016,0.1447,0.0257,0.7152,-0.3447,-0.0524,0.2352,0.3478
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4465,0.1745,0.1745,0.0035,0.1421,0.0801,0.7101,-0.3393,-0.0524,0.2352,0.3469
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4474,0.1745,0.1745,0.0061,0.1387,0.1331,0.7029,-0.3318,-0.0524,0.2352,0.3457
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4483,0.1745,0.1745,0.0094,0.1345,0.1848,0.6937,-0.3224,-0.0524,0.2352,0.3442
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4493,0.1745,0.1745,0.0133,0.1295,0.2351,0.6824,-0.3111,-0.0524,0.2352,0.3426
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4504,0.1745,0.1745,0.0179,0.1239,0.2840,0.6691,-0.2981,-0.0524,0.2352,0.3407
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4516,0.1745,0.1745,0.0229,0.1178,0.3315,0.6537,-0.2835,-0.0524,0.2352,0.3387
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4528,0.1745,0.1745,0.0285,0.1111,0.3777,0.6362,-0.2676,-0.0524,0.2352,0.3364
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4541,0.1745,0.1745,0.0346,0.1041,0.4225,0.6167,-0.2505,-0.0524,0.2352,0.3340
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4554,0.1745,0.1745,0.0411,0.0967,0.4659,0.5952,-0.2324,-0.0524,0.2352,0.3314
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4568,0.1745,0.1745,0.0480,0.0891,0.5079,0.5716,-0.2137,-0.0524,0.2352,0.3287
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4581,0.1745,0.1745,0.0553,0.0814,0.5486,0.5459,-0.1944,-0.0524,0.2352,0.3258
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4595,0.1745,0.1745,0.0630,0.0735,0.5879,0.5182,-0.1749,-0.0524,0.2352,0.3227
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4608,0.1745,0.1745,0.0709,0.0657,0.6258,0.4885,-0.1554,-0.0524,0.2352,0.3196
47.3044,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4622,0.1745,0.1745,0.0791,0.0579,0.6623,0.4567,-0.1361,-0.0524,0.2352,0.3163
47.3045,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4635,0.1745,0.1745,0.0875,0.0503,0.6975,0.4228,-0.1173,-0.0524,0.2352,0.3129
47.3045,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4647,0.1745,0.1745,0.0961,0.0430,0.7313,0.3869,-0.0992,-0.0524,0.2352,0.3094
47.3045,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4659,0.1745,0.1745,0.1048,0.0359,0.7637,0.3489,-0.0821,-0.0524,0.2352,0.3058
47.3045,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4671,0.1745,0.1745,0.1137,0.0293,0.7947,0.3089,-0.0661,-0.0524,0.2352,0.3021
47.3045,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4682,0.1745,0.1745,0.1226,0.0231,0.8243,0.2668,-0.0515,-0.0524,0.2352,0.2984
47.3045,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4691,0.1745,0.1745,0.1316,0.0175,0.8526,0.2227,-0.0384,-0.0524,0.2352,0.2946
47.3045,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4700,0.1745,0.1745,0.1406,0.0125,0.8795,0.1765,-0.0271,-0.0524,0.2352,0.2907
47.3045,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4708,0.1745,0.1745,0.1495,0.0083,0.9051,0.1283,-0.0176,-0.0524,0.2352,0.2868
47.3045,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4715,0.1745,0.1745,0.1584,0.0048,0.9292,0.0780,-0.0100,-0.0524,0.2352,0.2828
47.3045,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4720,0.1745,0.1745,0.1672,0.0022,0.9520,0.0257,-0.0045,-0.0524,0.2352,0.2788
47.3045,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4724,0.1745,0.1745,0.1758,0.0006,0.9734,-0.0287,-0.0012,-0.0524,0.2352,0.2748
47.4457,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4727,0.1745,0.1745,0.1846,0.0000,0.9941,-0.0873,0.0000,-0.0524,0.2352,0.2708
47.4457,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4726,0.1745,0.1745,0.1928,0.0000,1.0127,0.0102,0.0000,-0.0524,0.2352,0.2661
47.4457,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4725,0.1745,0.1745,0.2007,0.0000,1.0299,0.1005,0.0000,-0.0524,0.2352,0.2612
47.4457,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4724,0.1745,0.1745,0.2084,0.0000,1.0458,0.1836,0.0000,-0.0524,0.2352,0.2563
47.4457,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4722,0.1745,0.1745,0.2157,0.0000,1.0603,0.2595,0.0000,-0.0524,0.2352,0.2513
47.4457,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4719,0.1745,0.1745,0.2226,0.0000,1.0734,0.3281,0.0000,-0.0524,0.2352,0.2463
47.4457,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4716,0.1745,0.1745,0.2292,0.0000,1.0851,0.3896,0.0000,-0.0524,0.2352,0.2412
47.4457,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4712,0.1745,0.1745,0.2353,0.0000,1.0954,0.4438,0.0000,-0.0524,0.2352,0.2361
47.4457,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4709,0.1745,0.1745,0.2409,0.0000,1.1044,0.4908,0.0000,-0.0524,0.2352,0.2309
47.4457,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4704,0.1745,0.1745,0.2460,0.0000,1.1120,0.5306,0.0000,-0.0524,0.2352,0.2257
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4700,0.1745,0.1745,0.2506,0.0000,1.1182,0.5632,0.0000,-0.0524,0.2352,0.2204
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4695,0.1745,0.1745,0.2546,0.0000,1.1230,0.5886,0.0000,-0.0524,0.2352,0.2151
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4690,0.1745,0.1745,0.2579,0.0000,1.1265,0.6068,0.0000,-0.0524,0.2352,0.2098
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4685,0.1745,0.1745,0.2606,0.0000,1.1286,0.6177,0.0000,-0.0524,0.2352,0.2045
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4680,0.1745,0.1745,0.2625,0.0000,1.1293,0.6215,0.0000,-0.0524,0.2352,0.1992
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4675,0.1745,0.1745,0.2638,0.0000,1.1286,0.6180,0.0000,-0.0524,0.2352,0.1939
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4669,0.1745,0.1745,0.2642,0.0000,1.1266,0.6073,0.0000,-0.0524,0.2352,0.1886
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4664,0.1745,0.1745,0.2638,0.0000,1.1232,0.5894,0.0000,-0.0524,0.2352,0.1833
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4659,0.1745,0.1745,0.2625,0.0000,1.1184,0.5643,0.0000,-0.0524,0.2352,0.1780
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4654,0.1745,0.1745,0.2602,0.0000,1.1122,0.5320,0.0000,-0.0524,0.2352,0.1728
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4649,0.1745,0.1745,0.2571,0.0000,1.1047,0.4924,0.0000,-0.0524,0.2352,0.1675
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4645,0.1745,0.1745,0.2532,0.0000,1.0958,0.4457,0.0000,-0.0524,0.2352,0.1624
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4640,0.1745,0.1745,0.2486,0.0000,1.0855,0.3917,0.0000,-0.0524,0.2352,0.1573
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4636,0.1745,0.1745,0.2432,0.0000,1.0738,0.3306,0.0000,-0.0524,0.2352,0.1522
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4632,0.1745,0.1745,0.2372,0.0000,1.0608,0.2622,0.0000,-0.0524,0.2352,0.1472
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4629,0.1745,0.1745,0.2306,0.0000,1.0464,0.1866,0.0000,-0.0524,0.2352,0.1423
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4626,0.1745,0.1745,0.2235,0.0000,1.0306,0.1038,0.0000,-0.0524,0.2352,0.1374
47.4458,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4624,0.1745,0.1745,0.2159,0.0000,1.0134,0.0137,0.0000,-0.0524,0.2352,0.1327
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4622,0.1745,0.1745,0.2075,0.0000,0.9941,-0.0873,0.0000,-0.0524,0.2352,0.1280
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4619,0.1745,0.1745,0.1990,0.0007,0.9742,-0.0135,-0.0011,-0.0524,0.2352,0.1240
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4614,0.1745,0.1745,0.1901,0.0026,0.9528,0.0577,-0.0044,-0.0524,0.2352,0.1200
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4606,0.1745,0.1745,0.1810,0.0056,0.9301,0.1261,-0.0098,-0.0524,0.2352,0.1162
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4597,0.1745,0.1745,0.1716,0.0097,0.9060,0.1919,-0.0172,-0.0524,0.2352,0.1126
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4586,0.1745,0.1745,0.1620,0.0148,0.8805,0.2550,-0.0267,-0.0524,0.2352,0.1091
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4574,0.1745,0.1745,0.1522,0.0207,0.8537,0.3154,-0.0380,-0.0524,0.2352,0.1058
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4560,0.1745,0.1745,0.1424,0.0275,0.8254,0.3731,-0.0510,-0.0524,0.2352,0.1026
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4545,0.1745,0.1745,0.1325,0.0348,0.7958,0.4281,-0.0656,-0.0524,0.2352,0.0995
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4529,0.1745,0.1745,0.1226,0.0428,0.7648,0.4805,-0.0815,-0.0524,0.2352,0.0967
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4512,0.1745,0.1745,0.1127,0.0512,0.7325,0.5302,-0.0986,-0.0524,0.2352,0.0940
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4494,0.1745,0.1745,0.1030,0.0601,0.6988,0.5772,-0.1166,-0.0524,0.2352,0.0916
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4476,0.1745,0.1745,0.0934,0.0692,0.6637,0.6215,-0.1354,-0.0524,0.2352,0.0893
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4457,0.1745,0.1745,0.0840,0.0785,0.6272,0.6632,-0.1547,-0.0524,0.2352,0.0872
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4438,0.1745,0.1745,0.0748,0.0879,0.5893,0.7021,-0.1742,-0.0524,0.2352,0.0853
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4419,0.1745,0.1745,0.0659,0.0973,0.5501,0.7384,-0.1937,-0.0524,0.2352,0.0837
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4400,0.1745,0.1745,0.0574,0.1066,0.5095,0.7720,-0.2130,-0.0524,0.2352,0.0822
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4381,0.1745,0.1745,0.0493,0.1158,0.4675,0.8029,-0.2318,-0.0524,0.2352,0.0810
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4362,0.1745,0.1745,0.0416,0.1246,0.4241,0.8312,-0.2498,-0.0524,0.2352,0.0800
47.5873,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4344,0.1745,0.1745,0.0344,0.1331,0.3794,0.8567,-0.2670,-0.0524,0.2352,0.0793
47.5874,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4326,0.1745,0.1745,0.0277,0.1410,0.3333,0.8796,-0.2829,-0.0524,0.2352,0.0788
47.5874,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4310,0.1745,0.1745,0.0217,0.1484,0.2858,0.8998,-0.2976,-0.0524,0.2352,0.0786
47.5874,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4294,0.1745,0.1745,0.0162,0.1552,0.2370,0.9173,-0.3106,-0.0524,0.2352,0.0788
47.5874,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4279,0.1745,0.1745,0.0115,0.1611,0.1867,0.9322,-0.3220,-0.0524,0.2352,0.0803
47.5874,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4266,0.1745,0.1745,0.0075,0.1663,0.1351,0.9443,-0.3315,-0.0524,0.2352,0.0831
47.5874,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4254,0.1745,0.1745,0.0043,0.1704,0.0821,0.9538,-0.3391,-0.0524,0.2352,0.0872
47.5874,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4244,0.1745,0.1745,0.0020,0.1735,0.0278,0.9606,-0.3445,-0.0524,0.2352,0.0924
47.5874,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4235,0.1745,0.1745,0.0005,0.1755,-0.0280,0.9647,-0.3479,-0.0524,0.2352,0.0986
47.7289,-0.1620,0.6760,-0.0830,-0.1390,0.3580,-0.4270,0.4228,0.1745,0.1745,0.0000,0.1762,-0.0873,0.9662,-0.3491,-0.0524,0.2352,0.1058
47.7289,-0.1619,0.6757,-0.0828,-0.1390,0.3580,-0.4270,0.4217,0.1745,0.1745,0.0007,0.1755,-0.0135,0.9648,-0.3480,-0.0524,0.2352,0.1157
47.7289,-0.1616,0.6748,-0.0821,-0.1390,0.3580,-0.4270,0.4201,0.1745,0.1745,0.0026,0.1736,0.0577,0.9608,-0.3447,-0.0524,0.2352,0.1263
47.7289,-0.1612,0.6734,-0.0811,-0.1390,0.3580,-0.4270,0.4180,0.1745,0.1745,0.0056,0.1705,0.1261,0.9541,-0.3393,-0.0524,0.2352,0.1374
47.7289,-0.1605,0.6714,-0.0796,-0.1390,0.3580,-0.4270,0.4156,0.1745,0.1745,0.0097,0.1664,0.1919,0.9447,-0.3318,-0.0524,0.2352,0.1490
47.7289,-0.1597,0.6690,-0.0779,-0.1390,0.3580,-0.4270,0.4128,0.1745,0.1745,0.0148,0.1614,0.2550,0.9327,-0.3224,-0.0524,0.2352,0.1609
47.7289,-0.1588,0.6660,-0.0760,-0.1390,0.3580,-0.4270,0.4096,0.1745,0.1745,0.0207,0.1554,0.3154,0.9179,-0.3111,-0.0524,0.2352,0.1731
47.7289,-0.1577,0.6626,-0.0738,-0.1390,0.3580,-0.4270,0.4062,0.1745,0.1745,0.0275,0.1487,0.3731,0.9005,-0.2981,-0.0524,0.2352,0.1854
47.7290,-0.1564,0.6587,-0.0716,-0.1390,0.3580,-0.4270,0.4025,0.1745,0.1745,0.0348,0.1413,0.4281,0.8804,-0.2835,-0.0524,0.2352,0.1978
47.7290,-0.1550,0.6544,-0.0693,-0.1390,0.3580,-0.4270,0.3986,0.1745,0.1745,0.0428,0.1334,0.4805,0.8576,-0.2676,-0.0524,0.2352,0.2102
47.7290,-0.1535,0.6497,-0.0671,-0.1390,0.3580,-0.4270,0.3945,0.1745,0.1745,0.0512,0.1249,0.5302,0.8322,-0.2505,-0.0524,0.2352,0.2225
47.7290,-0.1519,0.6446,-0.0650,-0.1390,0.3580,-0.4270,0.3902,0.1745,0.1745,0.0601,0.1161,0.5772,0.8040,-0.2324,-0.0524,0.2352,0.2346
47.7290,-0.1501,0.6391,-0.0631,-0.1390,0.3580,-0.4270,0.3859,0.1745,0.1745,0.0692,0.1070,0.6215,0.7732,-0.2137,-0.0524,0.2352,0.2465
47.7290,-0.1482,0.6333,-0.0614,-0.1390,0.3580,-0.4270,0.3814,0.1745,0.1745,0.0785,0.0977,0.6632,0.7397,-0.1944,-0.0524,0.2352,0.2580
47.7290,-0.1463,0.6272,-0.0602,-0.1390,0.3580,-0.4270,0.3770,0.1745,0.1745,0.0879,0.0883,0.7021,0.7035,-0.1749,-0.0524,0.2352,0.2691
47.7290,-0.1442,0.6208,-0.0593,-0.1390,0.3580,-0.4270,0.3725,0.1745,0.1745,0.0973,0.0788,0.7384,0.6647,-0.1554,-0.0524,0.2352,0.2797
47.7290,-0.1420,0.6141,-0.0590,-0.1390,0.3580,-0.4270,0.3680,0.1745,0.1745,0.1066,0.0695,0.7720,0.6231,-0.1361,-0.0524,0.2352,0.2898
47.7290,-0.1398,0.6071,-0.0592,-0.1390,0.3580,-0.4270,0.3636,0.1745,0.1745,0.1158,0.0604,0.8029,0.5789,-0.1173,-0.0524,0.2352,0.2993
47.7290,-0.1375,0.6000,-0.0601,-0.1390,0.3580,-0.4270,0.3593,0.1745,0.1745,0.1246,0.0516,0.8312,0.5320,-0.0992,-0.0524,0.2352,0.3082
47.7290,-0.1351,0.5925,-0.0617,-0.1390,0.3580,-0.4270,0.3551,0.1745,0.1745,0.1331,0.0431,0.8567,0.4824,-0.0821,-0.0524,0.2352,0.3163
47.7290,-0.1326,0.5850,-0.0640,-0.1390,0.3580,-0.4270,0.3512,0.1745,0.1745,0.1410,0.0351,0.8796,0.4301,-0.0661,-0.0524,0.2352,0.3236
47.7290,-0.1301,0.5772,-0.0670,-0.1390,0.3580,-0.4270,0.3474,0.1745,0.1745,0.1484,0.0277,0.8998,0.3752,-0.0515,-0.0524,0.2352,0.3301
47.7290,-0.1276,0.5693,-0.0709,-0.1390,0.3580,-0.4270,0.3438,0.1745,0.1745,0.1552,0.0210,0.9173,0.3176,-0.0384,-0.0524,0.2352,0.3357
